name,Creature Level,Source,Perception,Senses,Rarity,Alignment,Size,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Language 1,Language 2,Language 3,Language 4,Language 5,Language 6,Language 7,Language 8,Language 9,Language 10,Language 11,Language 12,Language 13,Language 14,Language 15,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Acrobatics,Arcana,Athletics,Crafting,Deception,Diplomacy,Intimidation,Medicine,Nature,Occultism,Performance,Religion,Society,Stealth,Survival,Thievery,HP,AC,Fort,Ref,Will,Immunities,Resistances,Weaknesses,Speed,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Attack 7,Spells 1,Spells 2,Spells 3,Reaction 1,Reaction 2,Reaction 3
SCORCHED EARTH SCOUT,6,#2-10: In Burning Dawn,15,Darkvision,Uncommon,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Common,Orcish,,,,,,,,,,,,,,5,4,4,1,1,2,,,15,,,,15,,,,,,,,13,,95,24,11,14,9,,,,30 feet,"Melee shortsword +15 (agile, finesse, versatile S), Damage 1d6+11 slashing damage","Ranged composite shortbow +15 (deadly d10, propulsive, volley 30 ft.), Damage 1d6+11 piercing damage",,,,,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
SCORCHED EARTH ORC CLIPPER,7,#2-10: In Burning Dawn,16,Darkvision,Uncommon,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Common,Orcish,,,,,,,,,,,,,,5,4,3,2,2,3,,,15,,,,13,,,,,,,,16,,119,25,17,15,12,,,,30 feet,"Melee shortsword +17 (agile, finesse, versatile S), Damage 1d6+14 slashing damage","Ranged composite shortbow +17 (deadly d10, propulsive, volley 30 ft.), Damage 2d8+7 piercing damage","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",
SCORCHED EARTH ORC SHARPSHOOTER,7,#2-10: In Burning Dawn,16,Darkvision,Uncommon,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Common,Orcish,,,,,,,,,,,,,,5,4,3,2,2,3,,,15,,,,13,,,,,,,,16,,119,25,17,15,12,,,,30 feet,"Melee shortsword +17 (agile, finesse, versatile S), Damage 1d6+14 slashing damage","Ranged composite shortbow +17 (deadly d10, propulsive, volley 30 ft.), Damage 2d8+7 piercing damage","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",
OSTOVITE,1,Bestiary 3,4,Darkvision,Common,Chaotic Evil,Small,Fiend,,,,,,,Abyssal,,,,,,,,,,,,,,,0,4,3,-4,1,0,,,,4,,,,,,,,,,7,,,30,15,6,9,4,"bleed, death effects, disease, doomed, drained, fatigued, good damage, healing, lawful damage, mental, necromancy, nonlethal attacks, paralyzed, poisoned, sickened, unconscious",,,25 feet,"Melee mandibles +9 (finesse, magic), Damage 1d4 piercing plus 1d4 acid","Melee bone spike +9 (finesse), Damage 1d12 piercing plus 1d4 persistent bleed",,,,,,,,,Scuttle Away Trigger The ostovitees bone chariot is destroyed; Effect The ostovite within Steps or Strides.,,
INJURED WEAK OTYUGH,2,#10: The Broken Scales,7,"Darkvision, Scent (imprecise) 30 feet",Common,Neutral,Large,Aberration,,,,,,,Common,,,,,,,,,,,,,,,3,1,4,-2,1,-2,5,,8,,,,,,,,,,,5,,,34,17,9,5,7,disease,,,20 feet,"Melee jaws +11, Damage 1d6+5 piercing plus filth fever","Melee tentacles +11 (agile, reach 10 feet), Damage 1d4+3 bludgeoning plus Grab",,,,,,,,,,,
OTYUGH,4,Bestiary,10,"Darkvision, Scent (imprecise) 30 feet",Common,Neutral,Large,Aberration,,,,,,,Common,,,,,,,,,,,,,,,6,2,4,-2,2,-2,8,,14,,,,,,,,,,,8,,,70,20,12,8,10,disease,,,20 feet,"Melee jaws +14, Damage 2d6+6 piercing plus filth fever","Melee tentacle +14 (agile, reach 10 feet), Damage 1d6+6 bludgeoning plus Grab",,,,,,,,,,,
OUROBOROS,21,Bestiary 3,33,Darkvision,Rare,Neutral,Gargantuan,Astral,Beast,,,,,,Aklo (canet speak any language),,,,,,,,,,,,,,,10,5,7,-4,4,8,36,,41,,,,,,,,,,,,,,500,45,38,34,33,"acid, death effects, disease, negative, poison, precision",,"piercing 15, slashing 15","100 feet, fly 100 feet","Melee maw +39 (magical, reach 30 feet), Damage 4d12+18 piercing plus Improved Grab (page 305)","Melee body +39 (magical, reach 20 feet), Damage 4d10+18 bludgeoning","Melee incalculable fangs +37 (agile, magical, reach 10 feet), Damage 3d6+16 piercing plus 2d8 poison","Melee tail +39 (magical, reach 30 feet), Damage 4d12+18 bludgeoning",,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike. Incalculable fangs only. Because the ouroboros contains an infinite number of snakes that act independently, its Attack of Opportunity is a free action (though it can still use only one per trigger).",,
OWB,6,Bestiary 3,13,greater Darkvision,Uncommon,Neutral Evil,Medium,Shadow,,,,,,,Caligni (canet speak any languages); telepathy 100 feet (page 306),,,,,,,,,,,,,,,4,5,4,0,3,3,15,,,,13,11,,,,12,,11,,15,,,90,24,14,15,13,,,,"5 feet, fly 30 feet","Melee claw +16 (agile, magical), Damage 1d8+7 slashing plus 1d8 cold","Ranged burning cold +17 (magical, range 120 feet), Damage 2d8 cold plus 1d8 persistent cold",,,,,,"Occult Innate Spells DC 23, attack +15; 7th plane shift (self only, to or from the Shadow Plane only) 5th shadow blast, shadow walk; 4th darkness (at will), invisibility; 3rd mind reading (at will); Cantrips (3rd) chill touch, daze, read aura, shield",,,,,
OWB PROPHET,13,Bestiary 3,24,greater Darkvision (page 305),Rare,Neutral Evil,Large,Shadow,,,,,,,Aklo,Caligni,Common,Undercommon (canet speak any languages); telepathy 100 feet (page 306),,,,,,,,,,,,8,6,8,4,5,7,25,,,,26,24,,,,23,,25,,25,,,225,34,25,23,24,,,,"5 feet, fly 40 feet","Melee claw +27 (agile, magical), Damage 2d8+11 slashing plus 2d8 cold","Ranged burning cold +25 (magical, range 120 feet), Damage 4d8 cold plus 2d8 persistent cold and clutching cold",,,,,,"Occult Innate Spells DC 33, attack +25; 7th plane shift (to or from the Shadow Plane only; c3973), shadow blast (c3973); 6th darkness (at will), dominate (c3973); 5th shadow walk (c3973, see shadowes swiftness); 4th invisibility; 3rd mind reading (at will); Cantrips (7th) chill touch, daze, read aura, shield",,,,,
HOOTS,3,Agents of Edgewatch - 01 - Devil at the Dreaming Palace,11,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Large,Animal,,,,,,,,,,,,,,,,,,,,,,6,1,5,-4,3,0,5,,12,,,,8,,,,,,,,,,55,19,11,5,9,,,,25 feet,"Melee talon +12 (agile), Damage 1d10+4 piercing plus Grab","Melee beak +12, Damage 1d12+4 piercing",,,,,,,,,,,
OWLBEAR,4,Bestiary,13,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Large,Animal,,,,,,,,,,,,,,,,,,,,,,6,1,5,-4,3,0,7,,14,,,,10,,,,,,,,,,70,21,13,7,11,,,,25 feet,"Melee talon +14 (agile), Damage 1d10+6 piercing plus Grab","Melee beak +14, Damage 1d12+6 piercing",,,,,,,,,,,
MANTICORE PAARIDAR,7,Bestiary 3,18,"Darkvision, Scent (imprecise) 30 feet",Uncommon,Lawful Evil,Medium,Paaridar,Beast,Humanoid,,,,,Common,,,,,,,,,,,,,,,6,5,3,-1,5,-2,16,,19,,,,11,,,10,,,,,,,110,26,14,18,16,,,,"40 feet, fly 20 feet (limited flight)","Melee jaws +18 (magical), Damage 2d8+8 piercing","Melee claw +18 (agile, magical), Damage 2d6+8 slashing","Ranged spike +16 (propulsive, range increment 40 feet), Damage 1d10+5 piercing",,,,,,,,"Sharp Riposte Trigger An adjacent creature targets the paaridar with a melee attack; Effect The paaridar blocks the attack with their claws. The paaridar gains resistance 5 to physical damage from the attack, and if the attack hits, the attacker takes 1d8+4 slashing damage.",,
GIANT PANGOLIN,4,Bestiary 3,12,Scent (imprecise) 30 feet,Common,Neutral,Large,Animal,,,,,,,,,,,,,,,,,,,,,,5,0,3,-4,2,0,,,13,,,,,,,,,,,8,10,,63,21,11,8,10,,,,"30 feet, burrow 20 feet, climb 20 feet","Melee claw +13 (agile), Damage 1d10+7 piercing damage","Melee tongue +13, Damage 1d6+7 bludgeoning damage plus Grab (page 305) Devourer of Swarms The giant pangolin ignores the resistances of swarms, and its tongue Strike deals an additional 2d6 damage against swarms.",,,,,,,,,,,
PEGASUS,3,Bestiary,12,"Darkvision, Scent (imprecise) 30 feet",Common,Neutral Good,Large,Beast,,,,,,,Common (canet speak any language),,,,,,,,,,,,,,,3,4,2,0,2,3,11,,10,,,,,,,,,,,,,,55,19,9,11,7,,,,"40 feet, fly 80 feet","Melee hoof +10, Damage 1d8+5 bludgeoning","Melee wing +10 (agile), Damage 1d6+5 bludgeoning",,,,,,,,,"Buck Most monsters that serve as mounts can attempt to buck off unwanted or annoying riders, but most mounts will not use this reaction against a trusted creature unless the mounts are spooked or mistreated. Trigger A creature Mounts or uses the Command an Animal action while riding the monster. Effect The triggering creature must succeed at a Reflex saving throw against the listed DC or fall off the creature and land prone. If the save is a critical failure, the triggering creature also takes 1d6 bludgeoning damage in addition to the normal damage for the fall. DC 19",,
PELUDA,10,Bestiary 2,21,Darkvision,Common,Lawful Evil,Large,Dragon,Fire,,,,,,Draconic,,,,,,,,,,,,,,,7,3,5,-2,5,3,,,23,,,,19,,,,,,,,,,170,30,21,17,19,"fire, paralyzed, sleep",,,"30 feet, swim 30 feet","Melee jaws +23 (reach 10 feet), Damage 2d12+13 piercing","Melee quill +23 (agile, reach 10 feet), Damage 2d6 piercing plus peluda venom","Melee tail +23 (reach 15 feet, versatile piercing), Damage 2d6+13 bludgeoning plus Improved Knockdown",,,,,,,,"Quill Thrust Trigger A creature within 10 feet attempts a melee Strike against the peluda; Effect The peluda shifts their position and makes a quill Strike against the attacking creature. This Strike doesnet count toward the peludaes multiple attack penalty, and the peludaes multiple attack penalty doesnet apply to this Strike.",,
PENANGGALAN,5,Bestiary 3,11,Darkvision,Common,Chaotic Evil,Medium,Tanggal,Aberration,,,,,,Aklo,Common,,,,,,,,,,,,,,3,5,2,0,2,5,,,,,14,,12,,,,,,,14,,,83,22,9,16,11,,,slashing 5,fly 40 feet,"Melee proboscis tongue +14 (finesse), Damage 2d6+5 piercing plus penanggalan bile","Melee entrails +14, Damage 2d4+5 bludgeoning plus Grab",,,,,,,,,,,
PERI,14,Bestiary 3,26,"Darkvision, smoke vision",Common,Chaotic Good,Medium,Celestial,Fire,,,,,,Celestial,Common,Draconic,Elven,Ignan,Sylvan; telepathy 100 feet (page 306),,,,,,,,,,7,7,4,5,4,8,27,23,25,,,28,,,,,28,24,,,,,255,36,22,27,26,fire,cold 5,"cold iron 10, evil 10",fly 90 feet,"Melee scimitar +29 (forceful, good, magical, sweep), Damage 3d6+13 slashing plus 2d6 fire","Melee burning wings +29 (agile, finesse, fire, good, magical, reach 10 feet), Damage 3d10+13 fire","Ranged flame ray +29 (fire, good, magical, range 60 feet), Damage 8d6 fire",,,,,"Divine Innate Spells DC 34, attack +26; 7th humanoid form (at will), wall of fire (c3973); Cantrips (7th) produce flame; Constant (4th) fire shield",,,,,
PERYTON,4,Bestiary 2,13,Darkvision,Common,Chaotic Evil,Medium,Beast,,,,,,,Common,,,,,,,,,,,,,,,4,3,2,0,5,3,11,,,,,,11,,,,,,,11,,,60,21,8,11,13,,,,"25 feet, fly 50 feet","Melee antler +14 (deadly d8), Damage 1d12+7 piercing","Melee fangs +14 (agile), Damage 1d8+7 slashing",,,,,,,,,,,
"PETITIONER, ABADDON (THE HUNTED)",1,Bestiary 2,7,,Common,Neutral Evil,Medium,Petitioner,,,,,,,Daemonic,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,25 feet,"Melee fist +7, Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, ABYSS (THE LARVAE)",1,Bestiary 2,7,,Common,Chaotic Evil,Medium,Petitioner,,,,,,,Abyssal,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,disease and poison,,,25 feet,"Melee jaws +7, Damage 1d8+2 piercing",,,,,,,,,,,,
"PETITIONER, ASTRAL PLANE (THE UNTETHERED)",1,Bestiary 2,7,,Common,ANY,Medium,Petitioner,,,,,,,any one spoken in life (such as Common),,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,"25 feet, fly 20 feet","Melee fist +7, Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, AXIS (THE UNMADE)",1,Bestiary 2,7,,Common,Neutral,Medium,Petitioner,,,,,,,Utopian,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,emotion and fear,,,25 feet,"Melee fist +7, Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, BONEYARD (THE DEAD)",1,Bestiary 2,7,,Common,Neutral,Medium,Petitioner,,,,,,,Requian,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,piercing and slashing 3,,25 feet,"Melee claw +7, Damage 1d8+2 slashing",,,,,,,,,,,,
"PETITIONER, DEAD VAULT (THE CAGED)",1,Bestiary 2,7,,Common,Chaotic Evil,Medium,Petitioner,,,,,,,Abyssal,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,25 feet,"Melee bite +7, Damage 1d8+2 piercing",,,,,,,,,,,,
"PETITIONER, DIMENSION OF DREAMS (THE DREAMERS)",1,Bestiary 2,7,,Common,ANY,Medium,Petitioner,,,,,,,Aklo,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,25 feet,"Melee fist +7, Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, ELYSIUM (THE CHOSEN)",1,Bestiary 2,7,,Common,Chaotic Good,Medium,Petitioner,,,,,,,Celestial,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,blindness and dazzled,,,25 feet,"Melee fist +7, Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, ETHEREAL PLANE (THE TERRORIZED)",1,Bestiary 2,7,,Common,ANY,Medium,Petitioner,,,,,,,any one spoken in life (such as Common),,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,bleed and death effects,,,25 feet,"Melee fist +7, Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, HEAVEN (THE ELECT)",1,Bestiary 2,7,,Common,Lawful Good,Medium,Petitioner,,,,,,,Celestial,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,"25 feet, fly 20 feet","Melee wing +7, Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, HELL (THE DAMNED)",1,Bestiary 2,7,,Common,Lawful Evil,Medium,Petitioner,,,,,,,Infernal,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,fire,,,25 feet,"Melee jaws +7, Damage 1d8+2 piercing",,,,,,,,,,,,
"PETITIONER, MAELSTROM (THE SHAPELESS)",1,Bestiary 2,7,,Common,Chaotic Neutral,Medium,Petitioner,,,,,,,Protean,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,critical hits and precision,,,25 feet,"Melee fist +7, Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, MATERIAL PLANE (THE REMNANTS)",1,Bestiary 2,7,,Common,ANY,Medium,Petitioner,,,,,,,any one spoken in life (such as Common),,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,25 feet,"Melee fist +7, Damage 1d8+2 bludgeoning",,,,,,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
"PETITIONER, NIRVANA (THE CLEANSED)",1,Bestiary 2,7,,Common,Neutral Good,Medium,Petitioner,,,,,,,Celestial,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,35 feet,"Melee claw +7, Damage 1d8+2 slashing",,,,,,,,,,,,
"PETITIONER, PLANE OF AIR (THE AIR PNEUMA)",1,Bestiary 2,7,,Common,ANY,Medium,Petitioner,,,,,,,Auran,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,"25 feet, fly 20 feet","Melee gust +7 (air), Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, PLANE OF EARTH (THE EARTH PNEUMA)",1,Bestiary 2,7,,Common,ANY,Medium,Petitioner,,,,,,,Terran,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,"25 feet, burrow 20 feet","Melee fist +7 (earth), Damage 1d8+2 bludgeoning",,,,,,,,,,,,
"PETITIONER, PLANE OF FIRE (THE FIRE PNEUMA)",1,Bestiary 2,7,,Common,ANY,Medium,Petitioner,,,,,,,Ignan,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,fire,,,25 feet,"Melee cinder +7 (fire), Damage 1d8+2 fire",,,,,,,,,,,,
"PETITIONER, PLANE OF WATER (THE WATER PNEUMA)",1,Bestiary 2,7,,Common,ANY,Medium,Amphibious,Petitioner,,,,,,Aquan,,,,,,,,,,,,,,,2,2,2,2,2,2,,,7,,,,,,,,,,,,,,22,15,7,7,7,,,,"25 feet, swim 20 feet","Melee current +7 (water), Damage 1d8+2 bludgeoning",,,,,,,,,,,,
